Date,Region,Category,Revenue,Profit,Quantity,Profit_Margin_Pct
2023-12-08,North America,Beauty,5940.98,1264.92,18.0,21.29143676632475
2023-05-12,APAC,Home & Garden,1852.48,161.14,37.0,8.698609431680774
2022-09-04,LATAM,Electronics,12483.74,2428.82,31.0,19.455868193345907
2023-05-26,EMEA,Beauty,18745.36,7051.39,45.0,37.6167222181916
2022-11-25,EMEA,Apparel,692.12,152.68,46.0,22.059758423394786
2023-10-19,North America,Home & Garden,2172.29,111.09,12.0,5.113958081103352
2024-05-24,APAC,Food & Beverage,4233.18,1352.07,16.0,31.939818292631067
2022-06-11,APAC,Beauty,3958.03,629.39,10.0,15.901597511893542
2023-11-08,EMEA,Home & Garden,1059.48,89.04,38.0,8.404122777211462
2022-11-23,APAC,Electronics,17351.13,2576.45,45.0,14.848888804360291
2024-04-28,LATAM,Food & Beverage,1040.32,267.44,5.0,25.707474623192866
2023-09-06,LATAM,Electronics,20521.99,7375.17,46.0,35.93788906436461
2024-07-01,LATAM,Food & Beverage,1416.85,233.29,10.0,16.46539859547588
2024-07-05,Middle East,Electronics,6239.66,2178.2,45.0,34.90895337245939
2022-01-11,LATAM,Sports,8627.91,1880.79,44.0,21.79890610820002
2022-06-08,EMEA,Sports,14366.88,2327.12,45.0,16.197810519750984
2022-04-30,EMEA,Home & Garden,9728.32,1696.53,21.0,17.43908506299135
2023-02-27,EMEA,Apparel,10898.71,1474.49,24.0,13.529032335019467
2024-09-19,LATAM,Food & Beverage,2590.94,499.58,25.0,19.281805059167713
2023-04-29,EMEA,Food & Beverage,1263.34,223.03,3.0,17.65399654883088
2024-02-25,LATAM,Home & Garden,20979.71,7457.16,48.0,35.544628595914816
2023-08-15,North America,Electronics,3381.33,824.13,17.0,24.372953837691085
2023-06-08,North America,Apparel,299.88,110.09,1.0,36.71135120714953
2022-08-29,APAC,Home & Garden,575.47,121.8993054957428,2.0,21.182564772402174
2022-05-24,APAC,Apparel,17045.23,5016.69,43.0,29.431635712747788
2022-04-25,Middle East,Beauty,3683.4,481.99,8.0,13.08546451647934
2022-07-17,APAC,Home & Garden,464.9,153.99,21.0,33.123252312325235
2022-05-21,APAC,Electronics,6812.06,1116.73,25.0,16.39342577722451
2024-08-23,LATAM,Sports,4383.87,1082.84,49.0,24.700549970687998
2023-04-22,APAC,Beauty,577.98,35.5,2.0,6.142081040866466
2022-03-31,Middle East,Sports,215.18,50.63,7.0,23.529138395761688
2022-10-03,LATAM,Food & Beverage,802.11,195.5,10.0,24.373215643739638
2023-09-27,North America,Food & Beverage,2451.53,837.47,36.0,34.16111571141287
2022-09-05,Middle East,Home & Garden,1563.28,204.45,25.0,13.078271326953583
2023-03-31,LATAM,Sports,6551.41,2102.09,22.0,32.08607002156788
2022-03-21,North America,Electronics,4496.06,826.04,46.0,18.372530615694625
2024-03-11,APAC,Home & Garden,4264.785,1389.41,18.0,32.57866457511926
2023-07-11,EMEA,Beauty,6929.97,2016.73,30.0,29.101568982261107
2022-12-29,APAC,Beauty,5994.26,934.95,31.0,15.597421533266825
2023-11-17,LATAM,Sports,2689.01,617.75,9.0,22.973138813169157
2022-10-30,LATAM,Food & Beverage,12138.03,2816.6,23.0,23.204753983966096
2024-10-10,EMEA,Food & Beverage,569.17,94.04,2.0,16.52230440817331
2022-04-01,EMEA,Food & Beverage,1926.86,627.89,17.0,32.58617647364105
2022-09-07,North America,Beauty,5305.08,1565.06,15.0,29.50115738122705
2022-04-21,North America,Apparel,5434.26,997.89,27.0,18.36294178048161
2023-02-18,LATAM,Sports,1372.15,198.1,10.0,14.437197099442479
2023-09-21,North America,Apparel,1165.56,404.29,9.0,34.686331034009406
2023-02-06,Middle East,Beauty,1059.57,311.41,24.0,29.390224336287368
2022-12-29,EMEA,Food & Beverage,18291.72,5483.66,46.0,29.97891942365179
2024-11-13,LATAM,Sports,5268.03,1505.99,14.0,28.58734669316614
2022-04-28,APAC,Food & Beverage,17406.84,6461.66,49.0,37.121384467255396
2023-01-11,EMEA,Sports,9932.52,2466.75,36.0,24.835087168211086
2023-10-06,APAC,Sports,1601.05,122.99,32.0,7.6818337965709995
2024-12-20,North America,Food & Beverage,14331.02,1988.63,47.0,13.876402377499996
2022-12-19,LATAM,Electronics,8205.69,2163.63,33.0,26.367435279665695
2022-08-10,North America,Apparel,12918.65,3113.81,33.0,24.103215119226853
2024-09-26,EMEA,Apparel,12733.96,2482.15,42.0,19.492365297205268
2024-03-21,North America,Home & Garden,10079.57,2637.62,36.0,26.167981372221234
2024-12-08,LATAM,Electronics,3651.97,645.42,33.0,17.673201039438986
2023-02-23,LATAM,Home & Garden,2136.92,789.14,23.0,36.928850869475696
2022-07-22,APAC,Sports,4775.99,441.35,13.0,9.241015998777218
2023-12-08,North America,Electronics,4716.33,555.89,33.0,11.786495007770872
2024-07-17,APAC,Electronics,1399.54,484.46,10.0,34.61565943095589
2024-03-28,Middle East,Food & Beverage,2001.07,161.86,5.0,8.088672560180305
2022-05-09,APAC,Sports,7076.7,2303.02,18.0,32.54369974705724
2024-04-28,North America,Home & Garden,202.06,15.75,8.0,7.794714441255072
2022-03-24,Middle East,Apparel,1924.75,363.32,7.0,18.87621769060917
2024-12-12,APAC,Beauty,8859.9,1392.98,47.0,15.722299348751115
2023-07-11,APAC,Electronics,3127.11,276.39,11.0,8.83851223653789
2022-03-12,EMEA,Apparel,7311.49,1828.43,20.0,25.007624984784226
2023-10-30,LATAM,Electronics,20711.6,5987.23,44.0,28.907616987581836
2022-08-24,North America,Beauty,6263.73,352.78,24.0,5.6321073864933515
2023-07-03,Middle East,Electronics,5263.13,660.3,19.0,12.54576649256241
2023-02-28,EMEA,Apparel,2966.41,877.82,48.0,29.591998408851104
2024-12-05,Middle East,Beauty,8428.99,734.16,19.0,8.709940336861237
2023-10-31,North America,Sports,5168.74,782.88,48.0,15.146438010037263
2022-09-28,EMEA,Electronics,5334.79,388.49,32.0,7.282198549521163
2022-01-01,APAC,Sports,1566.59,509.35,39.0,32.51329320370997
2023-05-01,LATAM,Beauty,1721.3,394.82,11.0,22.93731482019404
2024-08-05,EMEA,Home & Garden,8033.91,631.22,30.0,7.856946368580181
2024-11-26,EMEA,Electronics,4130.67,1401.45,18.0,33.92791000007263
2024-02-09,LATAM,Sports,3469.56,365.92,30.0,10.54658227556232
2022-05-10,Middle East,Electronics,840.3,313.73,14.0,37.3354754254433
2022-02-01,North America,Food & Beverage,9120.29,3028.78,42.0,33.20925102162322
2024-03-15,APAC,Apparel,9949.18,3425.69,23.0,34.43188282853461
2022-09-10,APAC,Beauty,14929.87,1245.75,49.0,8.344011032915892
2024-12-13,LATAM,Food & Beverage,3849.05,898.11,36.0,23.333290032605447
2022-02-18,EMEA,Beauty,4440.5,988.2219561690664,11.0,22.254745100080314
2024-06-06,North America,Sports,1672.86,476.9,39.0,28.508064034049475
2022-06-09,EMEA,Electronics,8854.22,1893.4849022957303,23.0,21.385112435603933
2022-01-22,LATAM,Sports,2846.96,316.36,30.0,11.112203894680642
2022-07-09,Middle East,Home & Garden,2663.95,321.24,9.0,12.058784887103737
2024-04-18,LATAM,Home & Garden,2569.69,720.73,11.0,28.047352015223627
2023-05-08,LATAM,Electronics,6316.41,1297.12,21.0,20.53571569926588
2023-02-07,Middle East,Sports,22671.53,3027.74,49.0,13.354811078034876
2022-06-07,North America,Electronics,20381.2,3049.02,39.0,14.959963103252017
2023-05-08,EMEA,Home & Garden,1398.49,192.17,39.0,13.74124949052192
2023-10-01,APAC,Home & Garden,2031.98,508.99,31.0,25.048967017391906
2024-08-11,LATAM,Food & Beverage,8516.18,2113.97,16.0,24.822984013959307
2022-06-03,LATAM,Beauty,4199.17,1334.24,13.0,31.773898175115555
2024-04-02,Middle East,Home & Garden,10853.14,3235.85,29.0,29.8148738521755
2023-10-22,APAC,Sports,201.45,22.65,1.0,11.243484735666419
2022-04-29,APAC,Home & Garden,1607.03,221.49,5.0,13.782567842541832
2023-06-11,LATAM,Food & Beverage,1156.14,138.62,30.0,11.989897417267805
2023-06-21,EMEA,Food & Beverage,12399.02,4014.96,46.0,32.38126884221495
2023-06-25,Middle East,Electronics,5110.58,1193.32,13.0,23.349991586082204
2022-08-18,North America,Home & Garden,9771.83,3383.26,27.0,34.622583487432756
2024-12-11,EMEA,Food & Beverage,3723.06,967.95,23.0,25.998775201044307
2022-05-19,APAC,Sports,17421.22,3736.7522137923006,44.0,21.44942899402166
2022-05-11,LATAM,Beauty,14537.14,3819.52,42.0,26.274219000436126
2022-06-06,Middle East,Apparel,9301.59,1199.89,40.0,12.899837554654637
2022-12-26,North America,Apparel,2888.1,783.62,15.0,27.13271701118383
2024-10-16,Middle East,Apparel,580.46,41.54,10.0,7.156393205388829
2024-11-05,Middle East,Apparel,7676.71,1519.11,17.0,19.788555253487495
2023-02-07,North America,Food & Beverage,4230.98,918.492792200344,38.0,21.708748143464256
2022-12-22,LATAM,Food & Beverage,11527.45,3043.89,47.0,26.405579724917477
2022-12-17,APAC,Apparel,10309.19,2470.71,40.0,23.966092389411777
2024-06-27,LATAM,Sports,1768.4,162.7,12.0,9.200407147704139
2023-12-11,Middle East,Food & Beverage,21484.18,4295.17,43.0,19.992245456889673
2023-03-06,North America,Beauty,6613.5,691.04,16.0,10.448930218492478
2022-10-03,EMEA,Home & Garden,10241.68,3027.33,43.0,29.558920020934064
2024-10-26,Middle East,Electronics,2158.43,288.63,7.0,13.372219622596054
2023-06-26,EMEA,Beauty,4987.36,1265.97,15.0,25.383569664110873
2024-07-20,EMEA,Electronics,5263.5,1829.56,12.0,34.75938064025838
2024-11-25,LATAM,Beauty,16279.44,1799.05,32.0,11.051055810273573
2023-10-30,Middle East,Electronics,5111.18,708.62,20.0,13.864117483633914
2022-06-26,EMEA,Sports,8810.15,935.56,34.0,10.619115452063813
2023-02-20,EMEA,Beauty,15487.72,1943.02,44.0,12.54555221814444
2024-02-03,LATAM,Sports,19515.87,5167.96,48.0,26.480807670885287
2022-03-14,EMEA,Apparel,529.45,45.69,26.0,8.629710076494474
2023-01-30,North America,Home & Garden,2513.54,953.7,19.0,37.94250340157706
2023-06-25,North America,Home & Garden,609.71,115.25,39.0,18.902429023634184
2023-02-10,EMEA,Electronics,6932.07,1588.96,17.0,22.921868936695677
2024-04-23,Middle East,Beauty,12997.65,2500.8,32.0,19.240401149438554
2022-12-23,EMEA,Food & Beverage,2936.57,704.48,7.0,23.989892970370192
2023-07-29,EMEA,Beauty,2910.63,178.84,14.0,6.14437424200259
2024-07-30,APAC,Food & Beverage,5249.26,908.89,15.0,17.3146310146573
2024-11-18,North America,Electronics,4098.79,669.29,10.0,16.328965377587043
2022-06-02,Middle East,Sports,7262.78,1671.86,45.0,23.01956000319437
2023-02-17,EMEA,Food & Beverage,4513.53,939.73,12.0,20.820289219302854
2024-01-15,APAC,Home & Garden,18976.91,3087.21,37.0,16.268243881643535
2024-01-18,APAC,Food & Beverage,37.07,10.61,1.0,28.62152684111141
2023-07-31,LATAM,Home & Garden,9713.52,1303.29,22.0,13.417278185456972
2024-11-20,North America,Home & Garden,14131.91,4960.09,31.0,35.09851110005654
2022-07-21,EMEA,Home & Garden,11534.27,3988.24,43.0,34.57730744988629
2022-03-17,North America,Food & Beverage,4523.37,1573.62,28.0,34.78866420390107
2022-08-08,Middle East,Apparel,5851.42,990.16,13.0,16.92170447515304
2022-11-13,Middle East,Sports,13849.08,4416.98,33.0,31.893670915324336
2022-01-01,North America,Food & Beverage,127.31,11.45,4.0,8.993794674416778
2022-04-08,North America,Home & Garden,8605.03,1706.98,46.0,19.837002311438773
2022-11-20,LATAM,Sports,15.09,2.85,1.0,18.886679920477135
2024-06-26,APAC,Home & Garden,3618.9,810.25,20.0,22.3894000939512
2024-11-29,LATAM,Sports,17044.0,3218.64,38.0,18.884299460220603
2024-04-23,APAC,Beauty,3911.4,920.4,35.0,23.531216444239913
2024-05-11,EMEA,Beauty,13951.53,3310.11,33.0,23.72578491391267
2023-05-02,LATAM,Electronics,2024.32,383.33,7.0,18.93623537780588
2023-06-14,EMEA,Electronics,5226.77,1907.63,33.0,36.497301392638285
2022-07-23,APAC,Home & Garden,884.03,127.54,47.0,14.427112202074591
2022-05-15,EMEA,Food & Beverage,8482.05,1511.64,37.0,17.82163510000531
2022-06-27,Middle East,Sports,454.75,147.45,19.0,32.42440901594282
2023-01-20,LATAM,Apparel,5534.15,2088.22,12.0,37.73334658438966
2024-07-04,LATAM,Food & Beverage,13453.79,2431.79,41.0,18.075129758974978
2024-04-24,Middle East,Beauty,5136.18,931.16,14.0,18.129426928183978
2022-02-21,EMEA,Beauty,4849.01,1789.34,25.0,36.90114064520386
2024-01-01,LATAM,Electronics,1286.7,203.97,35.0,15.852179995336908
2023-07-22,Middle East,Home & Garden,1739.72,233.01,35.0,13.393534591773387
2024-05-27,Middle East,Apparel,2400.34,370.14,42.0,15.420315455310496
2022-09-13,APAC,Electronics,11135.08,4026.38,29.0,36.1594169058507
2023-04-23,Middle East,Beauty,5318.63,1232.99,33.0,23.18247368213243
2023-12-19,North America,Beauty,4924.49,1125.55,24.0,22.856173938824124
2024-04-05,Middle East,Apparel,8477.44,2297.4,28.0,27.100162313151138
2023-05-23,North America,Home & Garden,1264.6,148.77,8.0,11.764194211608416
2024-02-23,Middle East,Food & Beverage,10687.7,1277.87,26.0,11.956454616053968
2024-02-01,LATAM,Food & Beverage,6587.26,1462.57,17.0,22.20301005273816
2023-04-30,EMEA,Electronics,573.06,31.07,3.0,5.421770844239696
2022-03-31,North America,Electronics,6061.21,1265.07,26.0,20.871575147536547
2024-10-04,LATAM,Sports,9833.58,1825.02,24.0,18.559059874430268
2024-06-22,LATAM,Food & Beverage,335.5,74.66,24.0,22.253353204172875
2022-10-09,North America,Beauty,3898.05,749.45,37.0,19.226279806569952
2024-02-24,APAC,Electronics,10085.78,3223.86,24.0,31.964409297049905
2022-01-06,Middle East,Apparel,226.3,54.89,5.0,24.255413168360583
2023-11-13,EMEA,Beauty,799.69,119.88,15.0,14.990808938463655
2023-10-01,Middle East,Sports,2015.99,412.11,13.0,20.442065684849627
2024-06-27,APAC,Sports,11888.94,4196.29,36.0,35.29574545754289
2024-06-18,Middle East,Food & Beverage,1803.65,605.6,12.0,33.57635904970476
2024-05-13,North America,Home & Garden,8381.29,1660.02,28.0,19.806258941046064
2022-12-15,EMEA,Food & Beverage,13338.29,4501.55,31.0,33.74907877996355
2023-07-29,APAC,Food & Beverage,840.77,268.55,2.0,31.940958882928744
2022-02-26,North America,Electronics,4740.78,994.47,12.0,20.976927847316265
2022-10-22,EMEA,Food & Beverage,12472.14,2891.9,31.0,23.186878915727373
2024-02-14,Middle East,Food & Beverage,5258.88,434.46,19.0,8.261454910551295
2022-07-30,North America,Electronics,5495.09,667.94,33.0,12.155214928235933
2023-08-13,APAC,Home & Garden,1593.18,210.49,7.0,13.211940898078058
2024-04-15,APAC,Electronics,8503.13,1945.46,20.0,22.879339725489324
2023-06-23,North America,Electronics,18220.58,1890.72,43.0,10.37683761987818
2022-03-18,North America,Food & Beverage,4445.05,964.964709351058,25.0,21.708748143464256
2023-04-07,APAC,Food & Beverage,13347.96,844.49,32.0,6.326734572174325
2023-09-20,LATAM,Sports,1705.38,556.59,48.0,32.637300777539316
2023-11-11,LATAM,Sports,9800.87,2369.09,40.0,24.17224185199885
2023-06-01,Middle East,Sports,17683.11,4371.16,45.0,24.71940738931104
2024-09-26,EMEA,Sports,9606.92,2422.92,45.0,25.22057017233411
2023-03-01,Middle East,Beauty,7384.74,1888.79,25.0,25.57693297258942
2022-07-09,APAC,Home & Garden,1719.83,436.93,11.0,25.40541797735823
2023-11-06,North America,Food & Beverage,17124.71,2847.98,38.0,16.630821777419882
2023-11-26,APAC,Apparel,91.96,29.24,3.0,31.79643323183993
2023-01-09,EMEA,Apparel,640.14,190.48,3.0,29.755990876995657
2024-03-14,Middle East,Apparel,3986.0,1049.51,36.0,26.329904666332162
2024-06-30,Middle East,Electronics,7924.41,1928.64,46.0,24.337963331024014
2023-07-30,North America,Home & Garden,836.98,51.85,20.0,6.194891156300031
2023-12-21,APAC,Home & Garden,8859.15,1336.43,24.0,15.085307281172575
2023-09-04,LATAM,Electronics,853.78,135.02,21.0,15.814378411300337
2022-03-16,Middle East,Food & Beverage,1861.38,114.64,25.0,6.158871375001343
2024-03-24,North America,Apparel,11077.53,1440.45,49.0,13.003350024779891
2024-07-08,APAC,Food & Beverage,5063.24,1760.1,18.0,34.762326099493606
2022-09-14,EMEA,Electronics,2934.45,612.4,9.0,20.869328153487025
2024-04-24,LATAM,Home & Garden,847.22,184.56,2.0,21.784188286395505
2023-12-29,APAC,Apparel,11705.33,3499.38,27.0,29.89561165725358
2024-01-07,Middle East,Food & Beverage,2707.84,165.07,40.0,6.096002718033562
2024-07-20,Middle East,Apparel,1935.1,135.31,4.0,6.992403493359517
2024-11-01,LATAM,Sports,18477.14,1193.22,45.0,6.457817605971488
2022-03-08,APAC,Apparel,4580.57,796.76,36.0,17.394341752227344
2023-07-29,LATAM,Sports,14608.18,3425.51,36.0,23.449259250639027
2024-02-16,APAC,Electronics,12093.73,1855.8,29.0,15.345141656048217
2022-01-05,EMEA,Beauty,5111.73,834.79,32.0,16.330870370696417
2023-10-12,LATAM,Home & Garden,1867.1,325.87,9.0,17.453269776658992
2024-10-19,North America,Apparel,1656.61,478.36,28.0,28.875836799246656
2023-09-27,EMEA,Apparel,4825.57,720.34,13.0,14.927562961473983
2024-07-20,North America,Apparel,12963.35,2755.09,37.0,21.252916877196096
2023-05-06,EMEA,Home & Garden,4351.36,1158.43,23.0,26.62225143403442
2023-09-08,APAC,Home & Garden,293.91,68.61,2.0,23.34388077983056
2024-07-31,EMEA,Food & Beverage,6983.36,2067.33,25.0,29.60365783806076
2022-01-22,North America,Beauty,1867.2,639.56,9.0,34.252356469580114
2023-08-19,North America,Food & Beverage,9342.1,1676.91,20.0,17.95003264790572
2024-01-28,Middle East,Home & Garden,3366.6,492.15,12.0,14.618606309035822
2022-08-13,North America,Sports,20451.53,5634.14,45.0,27.54874574176113
2023-07-10,North America,Beauty,384.77,111.22,6.0,28.90557995685735
2022-06-17,Middle East,Food & Beverage,12956.05,3634.9,26.0,28.055618803570535
2024-03-23,Middle East,Sports,789.68,251.64,22.0,31.86607233309695
2024-01-29,LATAM,Beauty,2769.27,583.65,14.0,21.07595142402149
2022-06-14,LATAM,Sports,4346.74,1621.94,16.0,37.31394102246742
2022-04-10,APAC,Electronics,8116.93,1217.5,24.0,14.999513362810815
2024-02-21,LATAM,Electronics,2494.47,434.13,24.0,17.403696977714706
2022-02-24,Middle East,Electronics,4713.51,550.52,20.0,11.679618797880984
2023-02-22,LATAM,Electronics,1080.53,159.91,2.0,14.799218901835209
2023-04-05,EMEA,Home & Garden,3179.17,907.91,23.0,28.558082770031167
2024-02-25,North America,Electronics,8835.28,1307.08,34.0,14.793871841073514
2022-08-09,APAC,Sports,62.29,6.32,3.0,10.146090865307434
2024-09-27,North America,Home & Garden,1992.96,506.13,11.0,25.395893545279385
2024-08-01,North America,Apparel,1266.65,81.71,5.0,6.4508743536099145
2024-08-04,APAC,Electronics,11695.1,734.28,43.0,6.278526904430059
2022-12-25,LATAM,Sports,3944.14,296.33,10.0,7.513171439147698
2024-11-17,LATAM,Sports,4732.13,355.61,41.0,7.514797776054335
2023-03-23,Middle East,Electronics,3568.75,518.28,25.0,14.522732049036776
2024-04-24,LATAM,Apparel,568.5,215.87,4.0,37.97185576077396
2024-08-17,North America,Beauty,5183.53,1721.92,31.0,33.2190611417316
2024-06-06,North America,Apparel,3057.0,511.66,20.0,16.737324174026824
2022-09-21,North America,Sports,2373.37,272.08,14.0,11.463867833502572
2022-04-27,APAC,Beauty,7861.42,1776.193905347831,22.0,22.5938050040302
2024-08-23,North America,Home & Garden,1000.89,212.25,39.0,21.20612654737284
2023-02-10,Middle East,Electronics,2045.17,302.53,29.0,14.792413344611937
2023-04-05,EMEA,Beauty,7188.99,459.66,33.0,6.393944072811342
2022-07-23,North America,Home & Garden,5147.86,1646.38,19.0,31.98183322778786
2022-05-02,North America,Home & Garden,7494.66,1480.72,30.0,19.757000317559438
2024-08-25,EMEA,Home & Garden,19819.57,2038.79,43.0,10.286751932559586
2022-07-11,North America,Home & Garden,391.25,82.32,4.0,21.04025559105431
2022-10-02,EMEA,Home & Garden,2510.45,168.31,45.0,6.704375709534148
2023-06-11,APAC,Sports,1458.79,178.97,11.0,12.268386813729187
2023-06-04,North America,Beauty,4593.01,640.23,10.0,13.939225039788722
2022-01-06,EMEA,Food & Beverage,15278.1,1356.7,29.0,8.880030893893874
2022-07-23,Middle East,Electronics,3904.24,860.29,23.0,22.03476220724136
2023-01-15,EMEA,Electronics,9165.6,2807.27,23.0,30.62832765994588
2022-07-03,APAC,Sports,840.52,90.11,16.0,10.720744301146908
2022-08-31,APAC,Sports,83.57,8.72,3.0,10.434366399425633
2023-01-13,EMEA,Apparel,1172.87,309.66,6.0,26.401903024205588
2023-01-30,LATAM,Home & Garden,5377.37,782.21,11.0,14.54633026925802
2022-04-01,North America,Apparel,2521.84,748.94,10.0,29.698156901310156
2024-04-28,North America,Sports,5247.62,1551.37,12.0,29.563306794318184
2022-12-17,EMEA,Sports,3063.32,625.84,8.0,20.430121567449692
